tweet_text,reaction_text,tweet_type,reaction_num
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",if ubr arthiest i dont mock u either.there is respect and no thing disgusting,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","Name all the people I've killed in the name of my 'bigotry' then, scumbag.",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","lol ""Islamist"" is a meaningless term, nothing but a rhetorical bluster! I hope cancer eats your bones.",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Here's a FACT: the Quran says the sun orbits earth. Here's another: it doesn't!!,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","if you are Muslim, it makes you shout Allahu akbar ..",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","&lt; what a cunt, I can only hope and pray that a painful cancerous death awaits him.",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",this shows how rerated he is. Ignorance is a disease.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",I mean mocking religion is disgusting.. But killing people in the name of religion is worse..,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",I do Agree but we must make sure no Provoking 2 Heat up AMD Get worse in Killing s,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",all terrorists are Muslim? IRA? ETA? Bader meinhoff?  Well youLearn something every day.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",IRA and ETA laid down arms long ago. And they were trying to change THEIR country NOT every fucker else's,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",I'm talking about TODAY you cretinous wank stain you forgot to mention Guy Fawkes IDIOT,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","Graham, you should explain yourself better you monkey hanging useless cunt.",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",hahaha a wank sock trying to be humerous FAIL we only hung it because it looked like your mam,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Do you see Jews raping children? Beheadings in Vatican City?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","Sorry, pal.  The practitioners of your ""religion"" are animals.",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",No they simply slaughter. Does that make terrorism no terrorism?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","Do you, personally, feel people should be killed for leaving Islam?",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Because a third of your fellows do.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",evidence?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","dude, ask a muslim",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",I am not one,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","In that cqse you are a pseudo-liberal appeaser of Islam, which is worse.",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","Amir, are you a supporter of genital mutilation? Child rape?",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Go back to ur old school and kick your English teacher's ass. They failed you horribly.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",That some madmen use Islam ... What can Muslims pacifist do there?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",how eloquently put! Your Mother would be proud of you.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",ira laid weapons down? Officially maybe. They both still exist though.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",wanksock? From Newcastle you Boro wannabe tosser,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",What difference does it make? They obviously felt what they did was making a religious statement.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Boro ?? hahaha you really are a cretin aren't you and YES you are a wank sock you idiotic Geordie arsehole,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",yes they exist but my point was EVERY terrorist outrage carried out today is perpetrated by Muslims,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",You never got today.At work.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",he's saying it's wrong. They killed because of an offensive cartoon. He said kill is worse.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","People who are so afraid of a pen that they have to kill, deserve the contempt of all civilized humanity",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","Maybe if the west stopped trying to change the countries in the M.E the people wouldn't try and ""change"" this country",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",The terrorist Anders Breivik killed 78 people in Norway. Not a Muslim. Keep to facts please.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",he killed to raise a point about Muslims in Norway read his court statement you imbecile,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",maybe the Middle East should leave the 6th century and join the rest if the world in the 21st century and we will,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",double standards galore. Can't have it all your own way. If they choose that lifestyle why should you care?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",9/11 created by Christians Iraq attackedby Christians ISIS by Christ what fuck u want fr Muslim,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",I don't as long as they stay there not come to Europe and force their 6th century behaviour on us,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",and you're mother she's christian motherfucker???,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",and syria what is it??? Muslims killing muslims... Or christians??,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","go head attack Iraq again,the world can use stability&amp;bring ur Christian democy2 world wth bush",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Next It's Iran,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",You're missing the point.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Am i?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Bravo,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","agreed, these will be difficult and sad times. Thank You for those words",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","The level of ignorance, bigotry &amp; (yes) poor English reading comprehension in these comments is staggering.",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",clearly a lot!,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",there is ur answer. Keyboard warrior,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Indeed! Where did he go?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",so he was a Christian terrorist? Imagine that!,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",he ran like a bitch from ur question I would guess !,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",does that make him a non-terrorist?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",1 Christian terrorist V how many Muslim you do the maths you cretinous wank stain,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",love the insults. Thank you for the enlightened words.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",you said all terrorists were Muslim. I corrected you with facts.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",keep going its good to have tweets to report,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",go write an opera 😂😂 gold,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",go fuck yourself you hideous tramp,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",this is the level of the argument. 12 people die and you're going with fat comments and pork chops. Wow.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",25 Deadliest Mass Shootings in U.S. History Fast Facts  via,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","there's nothing about 15 y.o girls getting married in Qur'an,this is all wrong,they like to come up with new rules from their own",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","hope so. Coz its just too sad that Muslims apply rules meant for that age &amp; that region on themselves, everyone around &amp; this age..",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","rules on whats wrong and right, how to wash ass and what food to avoid.. maybe it was good for survival of that nation at that time",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",what today's muslim say is that they have a duty to force everyone else in the world to do the same. to have same imaginary friend.,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Muslims' duty is to make everyone in the world to eat same food and wash ass in that same particular way. or else..,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","""moderate"" Muslims are trying to re-write Quran. Bring different meanings to verses. you've tried that - different schools of islam",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",ended up in bloodshed.. and now this.. Violence. Root: beliefs..,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",being muslim and a saudi myself i hear all kinds of new rules that uneducated people set as if it was something that god said,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Islamization is there. :( but I strongly believe that there will be no religion in 100-200 years from now. don't you agree?,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",yeah.. true. ppl always try to highjack idea..,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","people who have strong beliefs will stick to their beliefs and the other way around , you really never know",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",i learnt that i should ignore  people and only listen to whatgod say not what they say bc frankly you can't trust people nowadays,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","yes exactly , where i live people who have no life that's how they get off , by making up new rules and force you to follow it",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Makes Sense,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","Clearly! Btw, how's Australia copping with your latest tragedy, the Cafe hostage situation? Like putting gas on a fire now?",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","had memorials and lots of media coverage but moved on quickly. Been distracted by France, and the plane crash, bushfires",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Israel is a transplanted organ the body has rejected The drugs don't work &amp; the long term prognosis is very bad,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",like your face ??,non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo","Hi Charlie, still waiting for an answer to my question.",non-rumours,339
"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",Save it for The Haig 😄😜😃,non-rumours,339
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Still not sure what's wrong with being 'politically correct'. Guess some people just love being racist and sexist.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",WHY ARE YOU ATTACKING THE INUIT WAY OF LIFE LIKE THIS!?!?!!*runs out of exclamation marks*,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Some people also love not being murdered for satirising ideas which blatantly need to be satirised, but hey ho.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",I wasn't contesting that. It was the reference to political correctness I was questioning.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",as a white person I feel deeply offended by this cartoon!,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Nothing's wrong with being PC at all, but not being so shouldn't expose you to the risk of terrorist attack",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Being politically correct is to pretend living in a world that doesn't  should focus on RL?,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","I don't think the terrorists were concerned about 'political correctness'. Equating the two is, er, snide.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Why is it so white? Seems racist.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","What, we shouldn't try to oppose racism and sexism because racism and sexism exist, you mean?!",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Well, they appear to have been concerned about being insulted. I take your point, however.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Criticising religion is often seen as unPC, the term is ambiguous. I agree with avoiding racism in satire though.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","There's that word again ""offended"" again, do you use it to describe everything?",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","There's everything wrong with being PC, it's brainwashing of the worst kind.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",the problem is you can be proud of who you are unless you're a straight white man,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",You disgust me. How can this be your priority when people are dying over a cartoon! VILE,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",PC as a smear is how the Right attacks human rights &amp; equality. Similar to SHRIEKINGFEMINIST.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Robert Mankoff, The New Yorker, septembre 2012 CHARLIEHEBDO  via",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",'Brainwashing' is a actually a bit of a myth. You're a bit of an idiot.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",“: This cartoon by Robert Mankoff from The New Yorker Sept 2012.CHARLIEHEBDO,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Then I stand with George Orwell on that then.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Highlighting issues in society with satire is not racism, it's talking about it. Unlike pol. cor. that does nada.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Why on earth would you feel the need to be 'proud' to be a man and white?! That's an accident of birth.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",be proud of who you are,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Nope, you've lost me there I'm afraid.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Right, how can the survival of your people by your priority?! You monster!",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","I am proud of who I am, as an individual, in some ways. I'm not taking credit or blame for accidents of birth, however.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Don't think Orwell ever used the term 'brainwashing'. A lot of what he says about language and power in 1984 is dodgy.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",sorry you don't seem to get the point of ' cartoon,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",I drew you a picture. POLITICALLY correct text together with SATIRE. RELIGION,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Er, nice. Are you opposed to religious freedom then?",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",I'm sorry if you still don't get it.: Very,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Can you explain to me why you're proud to be a) white and b) a man?,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","you misunderstand me, this terrible murder appearantly happened because people can't face satire.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",can you explain why I shouldn't be?,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",sorry I don't get your point or maybe you don't get the point I was trying to make,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Jens. Satire is truly dead. Did they even look at the cartoon.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",probably they didn't but hopefully satire is not dead,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",I hope you see my earlier posting about in a different light as what it was: satire,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","So ""newspeak"" is dodgy?",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",I think the notion that thoughts can be made unthinkable by modifying language is lacking in credibility,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","No, the onus is on you to explain why you hold a certain view, not on me to explain why I don't.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Then you must be living in a cupboard, hear no evil, see no evil, but speaking utter horseshit.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Oh i'm sorry I thought you were capable of an adult discussion, my bad.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",there's no onus on me. You 'oppose' sexism/racism yet claim my gender/ethnicity is an accident?Double Standards.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Tried that, you appear to be impervious.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Everyone's gender and ethnicity is an accident. Did you decide to be a white man?,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",You say that you're proud to a white man. I asked you why. That's a reasonable question.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",why is that an accident?,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",I can ejaculate &amp; tan (simultaneously if I wish),non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","That is genuinely funny, nice one. But it suggests you're not really serious about being proud of being white and being a man.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Yes I was replying to. Satire appreciated.,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",My Mistake and sincere apologies Jens,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Not sure I understand the question?,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",I appreciate your apology it's sometimes hard to recognize satire ;),non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Touché;),non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",So yer pa accidentally fell over on yer ma and U sprog out?,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","""Political correctness"" is just a PC way of saying ""phoniness.""""Enhanced interrogation"" is PC.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","""Enhanced interrogation is pc"" &lt;&lt; I'm afraid you're confusing two totally different things.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","yeah, that's a euphemism. completely different thing.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","two completely different kinds of euphemism, I think you mean.",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",Political satire is one of the greatest forms of freedom of expression in a free press.LIBERTY,non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su","Having lived thru 9/11,I must say that peace starts with usLet's agree to disagreePEACE To u All!",non-rumours,64
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",On the other hand the freedom to shout FIRE! in a crowded theatre must be used very judiciously CHARLIEHEBDO,non-rumours,64
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",Remember this is nothing to do with religion. Bollocks.,non-rumours,50
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",clearly,non-rumours,50
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",Do we now understand what the Crusades were all about? This is the Muslim culture since evil was consolidated in Islam.,non-rumours,50
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",Islamists have declared war on the civilized world. We either defend ourselves or suffer. No more Islam!,non-rumours,50
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",does anyone preach tolerance to militant Islam? Surely it's tolerance to peaceful Islam...,non-rumours,50
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",Is this an unarmed French police officer?,non-rumours,50
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV","Evidently, these guys don't give a damn about HANDSUPDONTSHOOT.",non-rumours,50
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",Looks like he has a holster on hid right hip.,non-rumours,50
